#q2lo q2hi ylo yhi qTlo qThi PDF0  uncertainty
5 5.25 2.5 3 4.25 4.5 645.1245328168827 0.02496832548912809
5 5.25 2.5 3 4.5 4.75 566.5084343924514 0.4272908573702646
5 5.25 2.5 3 4.75 5 494.8886449877753 0.3631180834335109
5 5.25 2.5 3 5 5.25 430.5860862162106 0.3371764332918541
5 5.25 2.5 3 5.25 5.5 373.6864304997304 0.3124461430320178
5 5.25 2.5 3 5.5 5.75 324.0209492177469 0.2296228150409342
5 5.25 2.5 3 5.75 6 281.1873388070412 0.1989787545236582
5 5.25 2.5 3 6 6.25 244.6033715499197 0.1756642869851826
5 5.25 2.5 3 6.25 6.5 213.5753804959606 0.1517824305148334
5 5.25 2.5 3 6.5 6.75 187.3657415599014 0.132962497143478
5 5.25 2.5 3 6.75 7 165.249982646164 0.1175019504482952
5 5.25 2.5 3 7 7.25 146.5565970210059 0.1037240693347775
5 5.25 2.5 3 7.25 7.5 130.6909372630359 0.09211269925871735
5 5.25 2.5 3 7.5 7.75 117.1461575424062 0.08210062335753367
5 5.25 2.5 3 7.75 8 105.3826469046518 0.07347206270359163
5 5.25 2.5 3 8 8.25 94.69000931787045 0.06587237795123813
5 5.25 2.5 3 8.25 8.5 85.81341378821276 0.05927701486721561
5 5.25 2.5 3 8.5 8.75 78.38808177438709 0.0534979335322987
5 5.25 2.5 3 8.75 9 71.73241272383562 0.04841585661253589
5 5.25 2.5 3 9 9.25 65.75407368026923 0.04393196023363544
5 5.25 2.5 3 9.25 9.5 60.37352396323366 0.03996355275447883
5 5.25 2.5 3 9.5 9.75 55.52172612129127 0.03644050428461298
5 5.25 2.5 3 9.75 10 51.13862339607348 0.0333037224300412
5 5.25 2.5 3 10 20 666.0746339555343 0.4157018020250689
5 5.25 3 3.5 0 0.25 -459.6004482586577 65.56503875575606
5 5.25 3 3.5 0.25 0.5 -1232.427979726435 23.96508230391815
5 5.25 3 3.5 0.5 0.75 -1790.325295855853 13.57267260795548
5 5.25 3 3.5 0.75 1 -2093.518135330471 9.76124663808492
5 5.25 3 3.5 1 1.25 -2116.473549283363 7.065709829970403
5 5.25 3 3.5 1.25 1.5 -1871.887713726725 5.616095147938587
5 5.25 3 3.5 1.5 1.75 -1408.708342734095 1.29171165860537
5 5.25 3 3.5 1.75 2 -800.7175253218134 0.8893989266865847
5 5.25 3 3.5 2 2.25 -130.9884459964642 0.6316424796030002
5 5.25 3 3.5 2.25 2.5 522.8633828082416 0.4532305019209395
5 5.25 3 3.5 2.5 2.75 1100.139176007661 0.3267250665107912
5 5.25 3 3.5 2.75 3 1554.055703545976 0.8836402792461383
5 5.25 3 3.5 3 3.25 1844.663986925536 0.4581173429780398
5 5.25 3 3.5 3.25 3.5 1965.034951304787 0.1673882369482344
5 5.25 3 3.5 3.5 3.75 1938.036125479221 0.1237415645858108
5 5.25 3 3.5 3.75 4 1802.800837329544 0.2215424348133987
5 5.25 3 3.5 4 4.25 1602.189092565801 0.9062249340900594
5 5.25 3 3.5 4.25 4.5 1373.974969325384 0.3178870258233354
5 5.25 3 3.5 4.5 4.75 1146.407726451276 0.02468023559502563
5 5.25 3 3.5 4.75 5 937.4281419371599 0.3565001845701957
5 5.25 3 3.5 5 5.25 756.1604448039108 0.5480723090289022
5 5.25 3 3.5 5.25 5.5 605.2978392701032 0.2597978735729531
5 5.25 3 3.5 5.5 5.75 483.4917276665227 0.2234162893473025
5 5.25 3 3.5 5.75 6 387.2862913019945 0.1930430438425824
5 5.25 3 3.5 6 6.25 312.446509905454 0.1697154838266535
5 5.25 3 3.5 6.25 6.5 254.7650092964389 0.1463958165115138
5 5.25 3 3.5 6.5 6.75 210.4780804736917 0.1278900742341333
5 5.25 3 3.5 6.75 7 176.4297871207779 0.1126425492930354
5 5.25 3 3.5 7 7.25 150.0878535524674 0.09916772527744533
5 5.25 3 3.5 7.25 7.5 129.4870549109447 0.08781235651923017
5 5.25 3 3.5 7.5 7.75 113.1404122126991 0.07802912246940992
5 5.25 3 3.5 7.75 8 99.53804743087822 0.06979674549477279
5 5.25 3 3.5 8 8.25 87.09438065041699 0.06222241139085567
5 5.25 3 3.5 8.25 8.5 78.13917921017607 0.05581970996176897
5 5.25 3 3.5 8.5 8.75 71.19362329463468 0.05022241741284006
5 5.25 3 3.5 8.75 9 64.98171948922001 0.04531148966999865
5 5.25 3 3.5 9 9.25 59.41395366618143 0.04098857033216063
5 5.25 3 3.5 9.25 9.5 54.41359583495337 0.03717130209228259
5 5.25 3 3.5 9.5 9.75 49.91418487899315 0.03379034705253048
5 5.25 3 3.5 9.75 10 45.85798454689742 0.03078721294905762
5 5.25 3 3.5 10 20 578.7597240232243 0.370597461630723
5 5.25 3.5 4 0 0.25 4254.565347051175 1.936415569781959
5 5.25 3.5 4 0.25 0.5 12429.6225423057 0.961288529253349
5 5.25 3.5 4 0.5 0.75 19477.41477540549 1.035185957809774
5 5.25 3.5 4 0.75 1 24778.39676904516 8.937875030461965
5 5.25 3.5 4 1 1.25 27987.92683272019 11.84048694745301
5 5.25 3.5 4 1.25 1.5 29044.05193173283 19.73771869317972
5 5.25 3.5 4 1.5 1.75 28141.31231030952 1.657611549557577
5 5.25 3.5 4 1.75 2 25662.13352679069 1.26777797061055
5 5.25 3.5 4 2 2.25 22098.80218152086 0.9687204448460442
5 5.25 3.5 4 2.25 2.5 17962.42132773103 0.7123719029518487
5 5.25 3.5 4 2.5 2.75 13694.64039846321 3.601076267701426
5 5.25 3.5 4 2.75 3 9574.988323218186 0.8807573711547455
5 5.25 3.5 4 3 3.25 5943.037741203592 0.4544767392409161
5 5.25 3.5 4 3.25 3.5 3051.404473563503 0.1620561012415421
5 5.25 3.5 4 3.5 3.75 974.3749805157196 0.1043773954516469
5 5.25 3.5 4 3.75 4 -351.0552151273509 0.1953116265331322
5 5.25 3.5 4 4 4.25 -1067.58672307394 0.243917957193806
5 5.25 3.5 4 4.25 4.5 -1344.541907995772 0.02550455291450659
5 5.25 3.5 4 4.5 4.75 -1340.102938099779 0.01383979044938978
5 5.25 3.5 4 4.75 5 -1181.214788215064 0.01223929703230543
5 5.25 3.5 4 5 5.25 -957.9408123195697 0.2832832545468237
5 5.25 3.5 4 5.25 5.5 -726.9214947891212 0.4566507786110349
5 5.25 3.5 4 5.5 5.75 -518.9369952181368 0.4243677908498727
5 5.25 3.5 4 5.75 6 -347.0541316914947 0.1781228509554238
5 5.25 3.5 4 6 6.25 -213.5473299451961 0.155593576754415
5 5.25 3.5 4 6.25 6.5 -114.9745818883081 0.1338435403450769
5 5.25 3.5 4 6.5 6.75 -45.48291888404927 0.11643741735431
5 5.25 3.5 4 6.75 7 1.244826720668314 0.1020506260820816
5 5.25 3.5 4 7 7.25 30.98444323918176 0.089448388093832
5 5.25 3.5 4 7.25 7.5 48.55587507333431 0.07884891776339079
5 5.25 3.5 4 7.5 7.75 57.74083781277449 0.06975555257907411
5 5.25 3.5 4 7.75 8 62.71212966861454 0.06378284699043867
5 5.25 3.5 4 8 8.25 68.7341614607419 0.0551698943671847
5 5.25 3.5 4 8.25 8.5 66.78169318948217 0.04926361664615453
5 5.25 3.5 4 8.5 8.75 60.61246055111218 0.04413708960467488
5 5.25 3.5 4 8.75 9 55.10750836269545 0.03965417899274826
5 5.25 3.5 4 9 9.25 50.18822008865725 0.03572098719939021
5 5.25 3.5 4 9.25 9.5 45.78344372571607 0.03225932522239816
5 5.25 3.5 4 9.5 9.75 41.83172314108457 0.02920336986086625
5 5.25 3.5 4 9.75 10 38.27978319958953 0.02649761565861297
5 5.25 3.5 4 10 20 457.976030410542 0.3027063990451779
5 5.25 4 4.5 0 0.25 -7876.042289421734 1.794233717162818
5 5.25 4 4.5 0.25 0.5 -22830.65455315208 1.379301276067481
5 5.25 4 4.5 0.5 0.75 -35655.39351306869 1.777179716738822
5 5.25 4 4.5 0.75 1 -45320.8280042816 2.228343785337609
5 5.25 4 4.5 1 1.25 -51211.16755459846 4.296464739100866
5 5.25 4 4.5 1.25 1.5 -53191.98416442469 3.162372591394644
5 5.25 4 4.5 1.5 1.75 -51580.02037898186 2.631342726332245
5 5.25 4 4.5 1.75 2 -47041.03319002613 2.195875256071246
5 5.25 4 4.5 2 2.25 -40446.12004899444 1.752185940658101
5 5.25 4 4.5 2.25 2.5 -32718.91425212939 15.3328633833562
5 5.25 4 4.5 2.5 2.75 -24674.37226963684 20.99061530632393
5 5.25 4 4.5 2.75 3 -16823.52466341999 0.9018134651686892
5 5.25 4 4.5 3 3.25 -9835.593321470096 0.447007916927824
5 5.25 4 4.5 3.25 3.5 -4238.407127473476 0.1549353131006607
5 5.25 4 4.5 3.5 3.75 -212.8247153314394 0.1069387403079253
5 5.25 4 4.5 3.75 4 2335.57716840672 0.1769704550292268
5 5.25 4 4.5 4 4.25 3668.958046614287 0.2138795431507463
5 5.25 4 4.5 4.25 4.5 4113.699410526508 0.02413850496265165
5 5.25 4 4.5 4.5 4.75 3983.507241083805 0.02743848626021456
5 5.25 4 4.5 4.75 5 3535.845196453697 0.0257956528662455
5 5.25 4 4.5 5 5.25 2957.117214660946 0.02645936176815474
5 5.25 4 4.5 5.25 5.5 2366.937264812438 0.731714380003508
5 5.25 4 4.5 5.5 5.75 1831.787691281423 0.9731370875354232
5 5.25 4 4.5 5.75 6 1380.833435206882 0.1567354297481739
5 5.25 4 4.5 6 6.25 1019.886551280016 0.1336815893230247
5 5.25 4 4.5 6.25 6.5 741.9937270118285 0.1145859871763111
5 5.25 4 4.5 6.5 6.75 534.5091728455135 0.09881312721763563
5 5.25 4 4.5 6.75 7 383.39888571629 0.0856609235108637
5 5.25 4 4.5 7 7.25 275.550593780484 0.07462555642656327
5 5.25 4 4.5 7.25 7.5 199.8028238499862 0.0653033486256326
5 5.25 4 4.5 7.5 7.75 147.2172714473835 0.05737569864611439
5 5.25 4 4.5 7.75 8 107.9620906008238 0.06235354163698718
5 5.25 4 4.5 8 8.25 69.19503948276093 0.04496701812142746
5 5.25 4 4.5 8.25 8.5 51.2896789076874 0.03971117801247333
5 5.25 4 4.5 8.5 8.75 46.19525327149473 0.03533471393772913
5 5.25 4 4.5 8.75 9 41.68414327464025 0.0315247921543147
5 5.25 4 4.5 9 9.25 37.67397778039654 0.02819714779379723
5 5.25 4 4.5 9.25 9.5 34.1021968283511 0.02528171176114569
5 5.25 4 4.5 9.5 9.75 30.91496291423132 0.02272015963299978
5 5.25 4 4.5 9.75 10 28.06568753746273 0.02046306814663268
5 5.25 4 4.5 10 20 302.2166838275797 0.2119775285633523
5 5.25 4.5 5 0 0.25 15679.72550192699 11.25520889188465
5 5.25 4.5 5 0.25 0.5 45573.6202025913 3.271758838330922
5 5.25 4.5 5 0.5 0.75 71174.03655219113 3.10758812287481
5 5.25 4.5 5 0.75 1 90288.84876878235 3.651268911102869
5 5.25 4.5 5 1 1.25 101662.8949099592 5.182193610399239
5 5.25 4.5 5 1.25 1.5 105067.6592173203 4.323303210713833
5 5.25 4.5 5 1.5 1.75 101214.6178326039 66.79877773179746
5 5.25 4.5 5 1.75 2 91542.24498283467 5.55643849424634
5 5.25 4.5 5 2 2.25 77882.32431684909 56.33046079657262
5 5.25 4.5 5 2.25 2.5 62155.55589929663 1.661093043824026
5 5.25 4.5 5 2.5 2.75 46026.16343835805 21.06837438104304
5 5.25 4.5 5 2.75 3 30582.07645404519 0.7644946764161411
5 5.25 4.5 5 3 3.25 17126.14078838439 0.3685926805736473
5 5.25 4.5 5 3.25 3.5 6602.780421473575 0.200346573103903
5 5.25 4.5 5 3.5 3.75 -739.9580466502548 0.2300437591138156
5 5.25 4.5 5 3.75 4 -5185.440550711402 0.269083632455052
5 5.25 4.5 5 4 4.25 -7319.897142669701 0.2536733932787388
5 5.25 4.5 5 4.25 4.5 -7822.817449217966 0.1201537990560605
5 5.25 4.5 5 4.5 4.75 -7319.100113943792 0.06519263717744846
5 5.25 4.5 5 4.75 5 -6302.138160464291 0.04950028000054066
5 5.25 4.5 5 5 5.25 -5114.628038571323 5.188794601952576
5 5.25 4.5 5 5.25 5.5 -3965.286287872601 0.0298364440081238
5 5.25 4.5 5 5.5 5.75 -2961.00029817574 2.673548783104544
5 5.25 4.5 5 5.75 6 -2140.535288176578 0.03454533510636116
5 5.25 4.5 5 6 6.25 -1502.439271414086 0.03182850657871884
5 5.25 4.5 5 6.25 6.5 -1025.105461784977 0.08836671883406079
5 5.25 4.5 5 6.5 6.75 -679.5017749285472 0.07515029525670686
5 5.25 4.5 5 6.75 7 -436.4138459738678 0.0639284261394881
5 5.25 4.5 5 7 7.25 -269.992470715551 0.0546913364680333
5 5.25 4.5 5 7.25 7.5 -159.03840991498 0.0470624141712634
5 5.25 4.5 5 7.5 7.75 -87.06107439349411 0.0407105750340713
5 5.25 4.5 5 7.75 8 -36.46862934099131 0.07221620969846015
5 5.25 4.5 5 8 8.25 14.82097597120985 0.03166522287729036
5 5.25 4.5 5 8.25 8.5 31.38801308160845 0.02697558738680628
5 5.25 4.5 5 8.5 8.75 27.84876565577944 0.0236537502022891
5 5.25 4.5 5 8.75 9 24.73139595550259 0.02079104399268061
5 5.25 4.5 5 9 9.25 21.99095299626059 0.0183157826498892
5 5.25 4.5 5 9.25 9.5 19.58210922819267 0.01617101913849694
5 5.25 4.5 5 9.5 9.75 17.45924028222284 0.01430595307384053
5 5.25 4.5 5 9.75 10 15.58544391554113 0.01268057267009937
5 5.25 4.5 5 10 20 137.8598541791532 0.1088779287863701
5 5.25 5 6 0 0.25 -12354.52534364846 5.070473160083415
5 5.25 5 6 0.25 0.5 -35727.64500187195 2.88031629884516
5 5.25 5 6 0.5 0.75 -55564.85517817661 3.891695061618515
5 5.25 5 6 0.75 1 -70200.86988869352 4.797555892385628
5 5.25 5 6 1 1.25 -78692.40970421411 7.155137747190728
5 5.25 5 6 1.25 1.5 -80920.66029714588 5.783155119308165
5 5.25 5 6 1.5 1.75 -77516.63414030349 4.994045756902051
5 5.25 5 6 1.75 2 -69663.50206017455 4.149826556766718
5 5.25 5 6 2 2.25 -58836.28205217037 3.203315516291272
5 5.25 5 6 2.25 2.5 -46539.46792367462 5.303766667927309
5 5.25 5 6 2.5 2.75 -34059.35427630833 20.84912886715288
5 5.25 5 6 2.75 3 -22196.58319412681 0.9167287202180076
5 5.25 5 6 3 3.25 -11921.87436864464 0.3266909585574284
5 5.25 5 6 3.25 3.5 -3926.503825053378 0.1735793207498554
5 5.25 5 6 3.5 3.75 1624.830414974204 0.4871758302341144
5 5.25 5 6 3.75 4 4960.869487404934 0.3857986323617716
5 5.25 5 6 4 4.25 6530.647840951436 0.225022688557808
5 5.25 5 6 4.25 4.5 6849.015294658561 0.1827637676199822
5 5.25 5 6 4.5 4.75 6389.310239533555 0.08140451314095903
5 5.25 5 6 4.75 5 5527.693142628781 5.188971804036869
5 5.25 5 6 5 5.25 4528.963130336425 4.403221608398979
5 5.25 5 6 5.25 5.5 3557.566575202996 0.2473700629588841
5 5.25 5 6 5.5 5.75 2700.651647522011 2.014085934436819
5 5.25 5 6 5.75 6 1992.218623239107 0.04731312724468349
5 5.25 5 6 6 6.25 1433.827267353944 0.04058049883384215
5 5.25 5 6 6.25 6.5 1009.92802121822 0.03293551533712091
5 5.25 5 6 6.5 6.75 697.9627201861199 0.02581810221334828
5 5.25 5 6 6.75 7 474.4050999671463 0.01992941967528257
5 5.25 5 6 7 7.25 317.9136044708102 0.01546257801020163
5 5.25 5 6 7.25 7.5 210.6432681971951 0.01226962504763985
5 5.25 5 6 7.5 7.75 138.4857533222701 0.010033374812926
5 5.25 5 6 7.75 8 86.16021628744018 0.05559747702298702
5 5.25 5 6 8 8.25 34.03813700549491 0.009633872718063914
5 5.25 5 6 8.25 8.5 13.26577044680049 0.006159920036107667
5 5.25 5 6 8.5 8.75 11.27769956059557 0.005289642261924854
5 5.25 5 6 8.75 9 9.610124363528818 0.004539827003801733
5 5.25 5 6 9 9.25 8.198801261594111 0.003898167392254237
5 5.25 5 6 9.25 9.5 7.002538030043535 0.003351903626764852
5 5.25 5 6 9.5 9.75 5.987152412868003 0.002884677309861416
5 5.25 5 6 9.75 10 5.124182916524741 0.002483243965591519
5 5.25 5 6 10 20 31.32816606782513 0.0130855524520932
5 5.25 6 8 0 0.25 4044.065934736131 10.15830972719075
5 5.25 6 8 0.25 0.5 11734.9434719738 2.822875918643164
5 5.25 6 8 0.5 0.75 18176.65404975094 1.762748373022479
5 5.25 6 8 0.75 1 22737.98438733432 1.708523902078149
5 5.25 6 8 1 1.25 25106.91823726916 1.75835140964125
5 5.25 6 8 1.25 1.5 25297.60968703229 1.721366067517857
5 5.25 6 8 1.5 1.75 23603.52281937583 1.555512897435215
5 5.25 6 8 1.75 2 20506.34146003911 1.286209720566657
5 5.25 6 8 2 2.25 16566.82902649068 0.9665647310187678
5 5.25 6 8 2.25 2.5 12324.33863316049 0.6249740900760002
5 5.25 6 8 2.5 2.75 8212.067612612605 0.3807825549650226
5 5.25 6 8 2.75 3 4508.845424665049 0.08025390954371969
5 5.25 6 8 3 3.25 1492.003012748195 0.1447151804033057
5 5.25 6 8 3.25 3.5 -687.8757718361076 0.2645261026247766
5 5.25 6 8 3.5 3.75 -2049.067121406302 0.3115072305398719
5 5.25 6 8 3.75 4 -2720.608085246264 0.3031918427917111
5 5.25 6 8 4 4.25 -2880.9815785397 0.2617080385702717
5 5.25 6 8 4.25 4.5 -2709.882766239173 0.2062213848106004
5 5.25 6 8 4.5 4.75 -2359.07655220151 0.1506008618339962
5 5.25 6 8 4.75 5 -1940.559757289835 0.3459303112305123
5 5.25 6 8 5 5.25 -1527.019930282067 0.3985449783708432
5 5.25 6 8 5.25 5.5 -1158.683398421909 0.6889096108432705
5 5.25 6 8 5.5 5.75 -852.5020438300387 0.01974803359527842
5 5.25 6 8 5.75 6 -610.5954243166174 0.008447432200203869
5 5.25 6 8 6 6.25 -426.9586132282384 0.00215966335141991
5 5.25 6 8 6.25 6.5 -292.0737999706985 0.001729011882178076
5 5.25 6 8 6.5 6.75 -195.7569980206479 0.002832094793622863
5 5.25 6 8 6.75 7 -128.6796702348069 0.002954061896412661
5 5.25 6 8 7 7.25 -83.01908469364567 0.002559418786179702
5 5.25 6 8 7.25 7.5 -52.59256019697095 0.001984903358737269
5 5.25 6 8 7.5 7.75 -32.72488733470144 0.001417572941863578
5 5.25 6 8 7.75 8 -18.56632088705658 0.01698530485659436
5 5.25 6 8 8 8.25 -4.661239013727321 0.001541853222045604
5 5.25 6 8 8.25 8.5 0.003071463421128662 4.509434207951534e-07
5 5.25 6 8 8.5 8.75 0.00369514765199536 2.714372239569478e-06
5 5.25 6 8 8.75 9 0.002013138511943701 1.727081542393476e-07
5 5.25 6 8 9 9.25 0.001043947805180193 7.219570622774875e-08
5 5.25 6 8 9.25 9.5 0.0005107415572754517 3.661499017957454e-08
5 5.25 6 8 9.5 9.75 0.0002324069467353486 3.566365149932412e-08
5 5.25 6 8 9.75 10 9.686629032732604e-05 4.256639048630753e-09
5 5.25 6 8 10 20 5.73563106642945e-05 2.778642856725148e-08
5 5.25 8 10 0 0.25 0 0
5 5.25 8 10 0.25 0.5 0 0
5 5.25 8 10 0.5 0.75 0 0
5 5.25 8 10 0.75 1 0 0
5 5.25 8 10 1 1.25 0 0
5 5.25 8 10 1.25 1.5 0 0
5 5.25 8 10 1.5 1.75 0 0
5 5.25 8 10 1.75 2 0 0
5 5.25 8 10 2 2.25 0 0
5 5.25 8 10 2.25 2.5 0 0
5 5.25 8 10 2.5 2.75 0 0
5 5.25 8 10 2.75 3 0 0
5 5.25 8 10 3 3.25 0 0
5 5.25 8 10 3.25 3.5 0 0
5 5.25 8 10 3.5 3.75 0 0
5 5.25 8 10 3.75 4 0 0
5 5.25 8 10 4 4.25 0 0
5 5.25 8 10 4.25 4.5 0 0
5 5.25 8 10 4.5 4.75 0 0
5 5.25 8 10 4.75 5 0 0
5 5.25 8 10 5 5.25 0 0
5 5.25 8 10 5.25 5.5 0 0
5 5.25 8 10 5.5 5.75 0 0
5 5.25 8 10 5.75 6 0 0
5 5.25 8 10 6 6.25 0 0
5 5.25 8 10 6.25 6.5 0 0
5 5.25 8 10 6.5 6.75 0 0
5 5.25 8 10 6.75 7 0 0
5 5.25 8 10 7 7.25 0 0
5 5.25 8 10 7.25 7.5 0 0
5 5.25 8 10 7.5 7.75 0 0
5 5.25 8 10 7.75 8 0 0
5 5.25 8 10 8 8.25 0 0
5 5.25 8 10 8.25 8.5 0 0
5 5.25 8 10 8.5 8.75 0 0
5 5.25 8 10 8.75 9 0 0
5 5.25 8 10 9 9.25 0 0
5 5.25 8 10 9.25 9.5 0 0
5 5.25 8 10 9.5 9.75 0 0
5 5.25 8 10 9.75 10 0 0
5 5.25 8 10 10 20 0 0
5.25 5.5 0 1 0 0.25 380.1751733855926 199.5278914183288
5.25 5.5 0 1 0.25 0.5 1282.864115989978 45.85535925352509
5.25 5.5 0 1 0.5 0.75 2171.985137657502 18.6339801086357
5.25 5.5 0 1 0.75 1 2909.378219121409 12.46390840059382
5.25 5.5 0 1 1 1.25 3439.508311644313 6.429152127369425
5.25 5.5 0 1 1.25 1.5 3747.729430124855 3.744926569525469
5.25 5.5 0 1 1.5 1.75 3849.14559886781 2.410051418589322
5.25 5.5 0 1 1.75 2 3778.845446421835 1.681501823676216
5.25 5.5 0 1 2 2.25 3582.191207601051 1.245635989792483
5.25 5.5 0 1 2.25 2.5 3306.059947550479 0.9919797577970361
5.25 5.5 0 1 2.5 2.75 2992.034593029214 0.9631092237645035
5.25 5.5 0 1 2.75 3 2670.231405470391 2.039157245848013
5.25 5.5 0 1 3 3.25 2357.587194009799 2.5586413901166
5.25 5.5 0 1 3.25 3.5 2067.584434507592 1.480146304327568
5.25 5.5 0 1 3.5 3.75 1807.392841799276 1.50028697072335
5.25 5.5 0 1 3.75 4 1578.484406709786 1.273431618794306
5.25 5.5 0 1 4 4.25 1378.796375156164 1.119981277679256
5.25 5.5 0 1 4.25 4.5 1204.819354994548 1.083438778631251
5.25 5.5 0 1 4.5 4.75 1052.970726356491 1.039288063846858
5.25 5.5 0 1 4.75 5 920.2315747690895 0.8864178023904603
5.25 5.5 0 1 5 5.25 804.2492744997139 0.6290026245634784
5.25 5.5 0 1 5.25 5.5 703.1792100744196 0.5739322394345326
5.25 5.5 0 1 5.5 5.75 615.4776123090062 0.4124822101040274
5.25 5.5 0 1 5.75 6 539.7403088792669 0.3534437856998646
5.25 5.5 0 1 6 6.25 474.6229107831044 0.3043297707168653
5.25 5.5 0 1 6.25 6.5 418.8193496876045 0.2616547391580279
5.25 5.5 0 1 6.5 6.75 371.0837139821757 0.2347388047302068
5.25 5.5 0 1 6.75 7 330.2481288331769 0.1997770599694955
5.25 5.5 0 1 7 7.25 295.255116252999 0.1762653403351728
5.25 5.5 0 1 7.25 7.5 265.1698772909161 0.1575583239720633
5.25 5.5 0 1 7.5 7.75 239.1861884204825 0.1399863266907922
5.25 5.5 0 1 7.75 8 216.623251858938 0.1255479407824252
5.25 5.5 0 1 8 8.25 196.9143086936457 0.1129714378698616
5.25 5.5 0 1 8.25 8.5 179.1765085540286 0.1020145915883101
5.25 5.5 0 1 8.5 8.75 163.3451495383668 0.09232744443098659
5.25 5.5 0 1 8.75 9 149.9872499178314 0.08383231441422367
5.25 5.5 0 1 9 9.25 138.10342975821 0.07632728229339136
5.25 5.5 0 1 9.25 9.5 127.3664213620785 0.06967580503146564
5.25 5.5 0 1 9.5 9.75 117.6475569691468 0.0637625827606314
5.25 5.5 0 1 9.75 10 108.8344337947411 0.05848940734290409
5.25 5.5 0 1 10 20 1496.552886997595 0.7719296511033917
5.25 5.5 1 2 0 0.25 412.6201088337111 200.2777926205523
5.25 5.5 1 2 0.25 0.5 1368.987610861484 39.50235360014373
5.25 5.5 1 2 0.5 0.75 2304.539324338857 13.17491042819513
5.25 5.5 1 2 0.75 1 3083.212368320705 11.48481734696988
5.25 5.5 1 2 1 1.25 3648.625331976456 5.598462770896992
5.25 5.5 1 2 1.25 1.5 3984.651298969566 3.302306797078254
5.25 5.5 1 2 1.5 1.75 4104.876479791621 2.38458522608606
5.25 5.5 1 2 1.75 2 4043.309522593103 2.026413059196324
5.25 5.5 1 2 2 2.25 3845.002935440566 1.874080651756554
5.25 5.5 1 2 2.25 2.5 3557.461693131516 1.817472385094186
5.25 5.5 1 2 2.5 2.75 3223.756391203658 1.996821350199774
5.25 5.5 1 2 2.75 3 2875.133101528946 2.278238010834922
5.25 5.5 1 2 3 3.25 2529.768891716874 3.055947577363863
5.25 5.5 1 2 3.25 3.5 2204.915349720129 2.204137083568322
5.25 5.5 1 2 3.5 3.75 1911.310981485273 1.784498851583952
5.25 5.5 1 2 3.75 4 1653.037815026773 1.23816582018259
5.25 5.5 1 2 4 4.25 1429.379810626037 1.140368725750403
5.25 5.5 1 2 4.25 4.5 1237.116880345085 1.111810590591308
5.25 5.5 1 2 4.5 4.75 1072.179185555031 1.07290418269595
5.25 5.5 1 2 4.75 5 930.6358569711349 0.7095544773711816
5.25 5.5 1 2 5 5.25 809.1058094911799 0.6344674419948098
5.25 5.5 1 2 5.25 5.5 704.7629243188958 0.4610397970527355
5.25 5.5 1 2 5.5 5.75 615.2898120896351 0.3989624648196098
5.25 5.5 1 2 5.75 6 538.7023737472257 0.3468106545107682
5.25 5.5 1 2 6 6.25 473.2589267321052 0.3028106834300862
5.25 5.5 1 2 6.25 6.5 417.4012593404157 0.271808870416423
5.25 5.5 1 2 6.5 6.75 369.7310193491384 0.24341944224471
5.25 5.5 1 2 6.75 7 328.9991087795547 0.2081216718281308
5.25 5.5 1 2 7 7.25 294.1077952205508 0.1837571742766496
5.25 5.5 1 2 7.25 7.5 264.1054150326759 0.1641927945619968
5.25 5.5 1 2 7.5 7.75 238.1819459757663 0.1460395956419725
5.25 5.5 1 2 7.75 8 215.6588033833228 0.1309787036575529
5.25 5.5 1 2 8 8.25 195.9735042703976 0.1178520552303017
5.25 5.5 1 2 8.25 8.5 178.2681634603666 0.106400827408871
5.25 5.5 1 2 8.5 8.75 162.4673672748231 0.09628376368004969
5.25 5.5 1 2 8.75 9 149.0987504859279 0.08740123874932237
5.25 5.5 1 2 9 9.25 137.2011409163099 0.079549656574045
5.25 5.5 1 2 9.25 9.5 126.4550873516483 0.07258866299207511
5.25 5.5 1 2 9.5 9.75 116.7312813093536 0.06639772508061981
5.25 5.5 1 2 9.75 10 107.9166790146582 0.06087538371656365
5.25 5.5 1 2 10 20 1469.407457683658 0.794359354164726
5.25 5.5 2 2.5 0 0.25 218.6002762882999 13.73528667812386
5.25 5.5 2 2.5 0.25 0.5 716.1427528465574 0.7358152673841333
5.25 5.5 2 2.5 0.5 0.75 1199.928107998761 0.9275296221031299
5.25 5.5 2 2.5 0.75 1 1603.946758612055 5.786893046648104
5.25 5.5 2 2.5 1 1.25 1899.96766592486 2.965721484313933
5.25 5.5 2 2.5 1.25 1.5 2079.289203595783 1.851406167881847
5.25 5.5 2 2.5 1.5 1.75 2147.823300584075 1.324908995337823
5.25 5.5 2 2.5 1.75 2 2121.759670922471 1.03330119384454
5.25 5.5 2 2.5 2 2.25 2023.132690464288 0.9025975352398576
5.25 5.5 2 2.5 2.25 2.5 1875.664537427288 0.8333324744279893
5.25 5.5 2 2.5 2.5 2.75 1701.348218015209 0.9135806187072275
5.25 5.5 2 2.5 2.75 3 1516.242968901331 1.208878521047633
5.25 5.5 2 2.5 3 3.25 1330.035015952649 0.708794006016084
5.25 5.5 2 2.5 3.25 3.5 1153.06224900606 1.054513819901366
5.25 5.5 2 2.5 3.5 3.75 992.3378962330465 1.005467735575837
5.25 5.5 2 2.5 3.75 4 851.0641518574341 0.5235712353756085
